code_wilaya,wilaya,commune
48,RELIZANE,MAZOUNA
48,RELIZANE,KALAA
48,RELIZANE,AIN RAHMA
48,RELIZANE,YELLEL
48,RELIZANE,OUED EL DJEMAA
48,RELIZANE,RAMKA
48,RELIZANE,MENDES
48,RELIZANE,LAHLEF
48,RELIZANE,BENI ZENTIS
48,RELIZANE,SOUK EL HAAD
48,RELIZANE,DAR BEN ABDELLAH
48,RELIZANE,EL HASSI
48,RELIZANE,HAD ECHKALLA
48,RELIZANE,BENDAOUD
48,RELIZANE,EL OULDJA
48,RELIZANE,MERDJA SIDI ABED
48,RELIZANE,OULED SIDI MIHOUB
